paragraph_id,volume,main_emperor,main_era,all_emperors,all_eras,classification_type,text
04-005,04-朝野佥载卷四,武则天,,武则天;懿宗李漼,,emperor,【04-005】周则天朝蕃人上封事，多加官赏，有为右台御史者。因则天尝问郎中张元一曰：“在外有何可笑事？”元一曰：“朱前疑着绿，逯仁杰着朱。闻知微骑马，马吉甫骑驴。将名作姓李千里，将姓作名吴栖梧。左台胡御史，右台御史胡。”胡御史，胡元礼也；御史胡，蕃人为御史者，寻改他官。周革命，举人贝州赵廓眇小，起家监察御史，时人谓之“台秽”，李昭德詈之为“中霜谷束”，元一目为“枭坐鹰架”。时同州孔鲁丘为拾遗，有武夫气，时人谓之“外军主帅”，元一目为“鹜入凤池”。苏味道才学识度，物望攸归；王方庆体质鄙陋，言词鲁钝，智不逾俗，才不出凡：俱为凤阁侍郎。或问元一曰：“苏、王孰贤？”答曰：“苏九月得霜鹰，王十月被冻蝇。”或问其故，答曰：“得霜鹰俊捷，被冻蝇顽怯。”时人谓能体物也。契丹贼孙万荣之寇幽，河内王武懿宗为元帅，引兵至赵州。闻贼骆务整从北数千骑来，王乃弃兵甲，南走邢州，军资器械遗于道路。闻贼已退，方更向前。军回至都，置酒高会，元一于御前嘲懿宗曰：“长弓短度箭，蜀马临阶骗。去贼七百里，隈墙独自战。甲仗纵抛却，骑猪正南蹿。”上曰：“懿宗有马，何因骑猪？”对曰：“骑猪，夹豕走也。”上大笑。懿宗曰：“元一宿构，不是卒辞。”上曰：“尔叶韵与之。”懿宗曰：“请以奉韵。”元一应声曰：“裹头极草草，掠鬓不奉奉。未见桃花面皮，漫作杏子眼孔。”则天大悦，王极有惭色。懿宗形貌短丑，故曰“长弓短度箭”。周静乐县主，河内王懿宗妹，短丑；武氏最长，时号“大歌”。县主与则天并马行，命元一咏，曰：“马带桃花锦，裙拖绿草罗。定知纱帽底，形容似大歌。”则天大笑，县主极惭。纳言娄师德长大而黑，一足蹇，元一目为“行辙方相”，亦号为“卫灵公”，言防灵柩方相也。天官侍郎吉顼长大，好昂头行，视高而望远，目为“望柳骆驼”。殿中侍御史元本竦体伛身，黑而且瘦，目为“岭南考典”。驾部郎中朱前疑粗黑肥短，身体垢腻，目为“光禄掌膳”。东方虬身长衫短，骨面粗眉，目为“外军校尉”。唐波若矮短，目为“郁屈蜀马”。目李昭德“卒子锐反岁胡孙”。修文学士马吉甫眇一目，目为“端箭师”。郎中长孺子视望阳，目为“呷醋汉”。汜水令苏徵举止轻薄，目为“失孔老鼠”。
04-006,04-朝野佥载卷四,,,,,independent,【04-006】周张元一腹粗而脚短，项缩而眼跌，吉项目为“逆流虾蟆”。
04-007,04-朝野佥载卷四,,,,,independent,【04-007】周韶州曲江令朱随侯，女夫李逖，游客尔朱九，并姿相少媚，广州人号为“三樵”七肖反。人歌曰：“奉敕追三樵，随侯傍道走。回头语李郎，唤取尔朱九。”张鹭目随侯为“臛乱土枭”。
04-008,04-朝野佥载卷四,,,,,independent,【04-008】周李详，河内人，气侠刚劲。初为梓州监示尉主书考日，刺史问平已否，详独曰不平。刺史曰：“不平，君把笔考。”详曰：“请考使君。”即下笔曰：“怯断大事，好勾小稽。自隐不清，疑人总浊。考中下。”刺史默然而罢。
04-009,04-朝野佥载卷四,武则天,,武则天,,emperor,【04-009】则天革命，举人不试皆与官，起家至御史、评事、拾遗、补阙者，不可胜数。张鸶为谣曰：“补阙连车载，拾遗平斗量。杷推侍御史，碗脱校书郎。”时有沈全交者，傲诞自纵，露才扬己，高巾子，长布衫，南院吟之，续四句曰：“评事不读律，博士不寻章。面糊存抚使，眯目圣神皇。”遂被杷推御史纪先知捉向左台，对仗弹劾，以为谤朝政，败国风，请于朝堂决杖，然后付法。则天笑曰：“但使卿等不滥，何虑天下人语？不须与罪，即宜放却。”先知于是乎面无色。
04-010,04-朝野佥载卷四,,,,,independent,【04-010】唐豫章令贺若瑾眼皮急，项辕粗，鸳号为“饱乳犊子”。
04-011,04-朝野佥载卷四,,,,,independent,【04-011】唐郑愔曾骂选人为痴汉，选人曰：“仆是吴痴，汉即是公。”愔令咏痴，吴人曰：“榆儿复榆妇，造屋兼造车。十七八九夜，还书复借书。”愔本姓郯，改姓郑，时人号为“郯郑”。
04-012,04-朝野佥载卷四,,,,,independent,【04-012】唐中书令李敬玄为元帅讨吐蕃，至树墩城，闻刘尚书没蕃，著靴不得，狼狈而走。时将军王杲、副总管曹怀舜等惊退，遗却麦饭，及首尾千里，地上尺余。时军中谣曰：“姚河李阿婆，鄯州王伯母。见贼不能斗，总由曹新妇。”
04-013,04-朝野佥载卷四,,,,,independent,【04-013】唐礼部尚书祝钦明颇涉经史，不闲时务，博硕肥腯，顽滞多疑，台中小吏号之为“媪”。媪者肉块，无七窍，秦穆公时野人得之。
04-014,04-朝野佥载卷四,玄宗李隆基,先天,玄宗李隆基,先天;开元,era,【04-014】唐先天中，姜师度于长安城中穿渠，绕朝堂坊市，无所不至。上登西楼望之，师度堰水泷柴筏而下，遂授司农卿。于后水涨则奔突，水缩则竭涸。又前开黄河，引水向棣州，费亿兆功。百姓苦其淹渍，又役夫塞河。开元六年，水泛滥，河口堰破，棣州百姓一概没尽。师度以为功，官品益进。又有傅孝忠为太史令，自言明玄象，专行矫谲。京中语曰：“姜师度一心看地，傅孝忠两眼相天。”神武即位，知其矫，并斩之。
04-015,04-朝野佥载卷四,,,,,independent,【04-015】唐姜晦为吏部侍郎，眼不识字，手不解书，滥掌铨衡，曾无分别。选人歌曰：“今年选数恰相当，都由座主无文章。案后一腔冻猪肉，所以名为姜侍郎。”
04-016,04-朝野佥载卷四,,,,,independent,【04-016】唐兵部尚书姚元崇长大行急，魏光乘目为“赶蛇鹳鹊”。黄门侍郎卢怀慎好视地，目为“观鼠猫儿”。殿中监姜皎肥而黑，目为“饱椹母猪”。紫微舍人倪若水黑而无须，目为“醉部落精”。舍人齐处冲好眇目视，目为“暗烛底觅虱老母”。舍人吕延嗣长大少发，目为“日本国使人”。又有舍人郑勉为“醉高丽”。目拾遗蔡孚“小州医博士诈谙药性”。又有殿中侍御史短而丑黑，目为“烟薰地术”。目御史张孝嵩为“小村方相”。目舍人杨伸嗣为“熟鏊上猢狲”。目补阙袁辉为“王门下弹琴博士”。目员外郎魏恬为“祈雨婆罗门”。目李全交为“品官给使”。目黄门侍郎李广为“饱水虾蟆”。由是坐此品题朝士，自左拾遗贬新州新兴县尉。
04-017,04-朝野佥载卷四,太宗李世民,贞观,太宗李世民,贞观,era,【04-017】唐贞观中，桂阳令阮嵩妻阎氏极妒。嵩在厅会客饮，召女奴歌，阎披发跣足袒臂，拔刀至席，诸客惊散。嵩伏床下，女奴狼狈而奔。刺史崔邈为嵩作考词云：“妇强夫弱，内刚外柔。一妻不能禁止，百姓如何整肃？妻既礼教不修，夫又精神何在？考下。省符解见任。”
04-018,04-朝野佥载卷四,,,,,independent,【04-018】唐郝象贤，侍郎处俊之孙，顿丘令南容之子也。弱冠，诸友生为之字曰“宠之”。每于父前称字，父绐之曰：“汝朋友极贤，吾为汝设馔，可命之也。”翼日，象贤因邀致十数人，南容引生与之饮。谓曰：“谚云：‘三公后，出死狗。’小儿诚愚，劳诸君制字，损南容之身尚可，岂可波及侍中也！”因涕泣，众惭而退。“宠之”者，反语为“痴种”也。
04-019,04-朝野佥载卷四,,,,,independent,【04-019】朱前疑浅钝无识，容貌极丑。上书云“臣梦见陛下八百岁”，即授拾遗，俄迁郎中。出使回，又上书云“闻嵩山唱万岁声”，即赐绯鱼袋。未入五品，于绿衫上带之，朝野莫不怪笑。后契丹反，有敕京官出马一匹供军者，即酬五品。前疑买马纳讫，表索绯。上怒，批其状“即放归丘园”，愤恚而卒。
04-020,04-朝野佥载卷四,,,,,independent,【04-020】唐王及善才行庸猥，风神钝浊，为内史时，人号为“鸠集凤池”。俄迁文昌右相，无他政，但不许令史之驴入台，终日追逐，无时暂舍。时人号为“驱驴宰相”。
04-021,04-朝野佥载卷四,,,,,independent,【04-021】周有逯仁杰，河阳人。自地官令史出尚书，改天下帐式，颇甚繁细，法令滋章。每村立社官，仍置平直老三员，掌簿案，设锁钥，十羊九牧，人皆散逃。而宰相浅识，以为万代可行，授仁杰地官郎中。数年，百姓苦之，其法遂寝。
04-022,04-朝野佥载卷四,,,,,independent,【04-022】周考功令史袁琰，国忌众人聚会，充录事勾当。遂判曰：“曹司繁闹，无时暂闲，不因国忌之辰，无以展其欢笑。”合坐嗤之。
04-023,04-朝野佥载卷四,,,,,independent,【04-023】周夏官侍郎侯知一年老，敕放致仕。上表不伏，于朝堂踊跃驰走，以示轻便。张悰丁忧，自请起复。吏部主事高筠母丧，亲戚为举哀，筠曰：“我不能作孝。”员外郎张栖贞被讼诈遭母忧，不肯起对。时台中为之语曰：“侯知一不伏致仕，张琮自请起复，高筠不肯作孝，张栖贞情愿遭忧。皆非名教中人，并是王化外物。”兽心人面，不其然乎！
04-024,04-朝野佥载卷四,,,,,independent,【04-024】周天官选人沈子荣诵判二百道，试日不下笔。人问之，荣曰：“无非命也。今日诵判，无一相当。有一道颇同，人名又别。”至来年选，判水硙，又不下笔。人问之，曰：“我诵水硙，乃是蓝田，今问富平，如何下笔。”闻者莫不抚掌焉。
04-025,04-朝野佥载卷四,武则天,,武则天;懿宗李漼,,emperor,【04-025】周则天内宴甚乐，河内王懿宗忽然起奏曰：“臣急告君，子急告父。”则天大惊，引问之，对曰：“臣封物承前府家自征，近敕州县征送，太有损折。”则天大怒，仰观屋椽良久，曰：“朕诸亲饮正乐，汝是亲王，为三二百户封几惊杀我，不堪作王。”令曳下。懿宗免冠拜伏。诸王救之曰：“懿宗愚钝，无意之失。”上乃释之。
04-026,04-朝野佥载卷四,武则天,,武则天,,emperor,【04-026】周张衡令史出身，位至四品，加一阶，合入三品，已团甲。因退朝，路旁见蒸饼新熟，遂市其一，马上食之，被御史弹奏。则天降敕：“流外出身，不许入三品。”遂落甲。
04-027,04-朝野佥载卷四,懿宗李漼,,懿宗李漼,,emperor,【04-027】周右拾遗李良弼自矜唇颊，好谈玄理，请使北蕃说骨笃禄。匈奴以木盘盛粪饲之，临以白刃。弼惧，食一盘并尽，乃放还。人讥之曰：“李拾遗，能拾突厥之遗。”出为真源令。秩满还瀛州，遇契丹贼孙万荣使何阿小取沧、瀛、冀、具。良弼谓鹿城令李怀璧曰：“‘孙’者胡孙，即是狝猴，难可当也。‘万’字者有‘草’，即是‘草中藏’。”劝怀璧降何阿小，授怀璧五品将军。阿小败，怀璧及良弼父子四人并为河内王武懿宗斩之。
04-028,04-朝野佥载卷四,,,,,independent,【04-028】周春官尚书阎知微庸琐驽怯，使入蕃，受默默封为汉可汗。贼入恒、定，遣知微先往赵州招慰。将军陈令英等守城西面，知微谓令英曰：“陈将军何不早降下？可汗兵到然后降者，剪土无遗。”令英不答。知微城下连手踏歌，称“万岁乐”。令英曰：“尚书国家八座，受委非轻，翻为贼踏歌，无惭也？”知微仍唱曰：“万岁乐，万岁年，不自由，万岁乐。”时人鄙之。
04-029,04-朝野佥载卷四,,,,,independent,【04-029】唐崔湜为吏部侍郎贪纵，兄凭弟力，父挟子威，咸受嘱求，赃污狼藉。父挹为司业，受选人钱，湜不之知也，长名放之。其人诉曰：“公亲将赂去，何为不与官？”湜曰：“所亲为谁？吾捉取鞭杀。”曰：“鞭即遭忧。”湜大惭。主上以湜父年老，瓜初熟，赐一颗。湜以瓜遗妾，不及其父，朝野讥之。时崔、岑、郑愔并为吏部，京中谣曰：“岑羲獠子后，崔湜令公孙。三人相比接，莫贺咄最浑。”
04-030,04-朝野佥载卷四,中宗李显,神龙,中宗李显,神龙,era,【04-030】唐左卫将军权龙襄性褊急，常自矜能诗。通天年中，为沧州刺史，初到乃为诗呈州官曰：“遥看沧州城，杨柳郁青青。中央一群汉，聚坐打杯觥。”诸公谢曰：“公有逸才。”襄曰：“不敢，趁韵而已。”又《秋日述怀》曰：“檐前飞七百，雪白后园强。饱食房里侧，家粪集野螂。”参军不晓，请释，襄曰：“鹞子檐前飞，直七百文。洗衫挂后园，干白如雪。饱食房中侧卧，家里便转，集得野泽蜣螂。”谈者嗤之。皇太子宴，夏日赋诗：“严霜白浩浩，明月赤团团。”太子援笔为赞曰：“龙襄才子，秦州人士。明月昼耀，严霜夏起。如此诗章，趁韵而已。”襄以张易之事，出为容山府折冲。神龙中追入，乃上诗曰：“无事向容山，今日向东都。陛下敕进来，令作右金吾。”又为《喜雨》诗曰：“暗去也没雨，明来也没云。日头赫赤赤，地上丝氲氲。”为瀛州刺史日，新过岁，京中数人附书曰：“改年多感，敬想同之。”正新唤官人集，云有诏改年号为“多感”元年，将书呈判司已下，众人大笑。龙襄复侧听，怪赦书来迟。高阳、博野两县竞地陈牒，龙襄乃判曰：“两县竞地，非州不裁。既是两县，于理无妨。付司。权龙襄示。”典曰：“比来长官判事，皆不著姓。”龙襄曰：“余人不解，若不著姓，知我是谁家浪驴也！”龙襄不知忌日，谓府史曰：“何名私忌？”对曰：“父母忌日请假，独坐房中不出。”襄至日，于房中静坐。有青狗突入，龙襄大怒，曰：“冲破我忌。”更陈牒，改作明日好作忌日。谈者笑之。
04-031,04-朝野佥载卷四,玄宗李隆基,,玄宗李隆基,,emperor,【04-031】李宜得本贱人，背主逃匿。当玄宗起义兵，与王毛仲等立功，宜得官至武卫将军。旧主遇诸途，趋而避之，不敢仰视。宜得令左右命之，主甚惶惧。至宅舍，请居上坐，宜得自捧酒食，旧主流汗辞之。流连数日，遂奏云：“臣蒙国恩，荣禄过分；臣旧主卑琐，曾无寸禄。臣请割半俸，解官以荣之。愿陛下遂臣愚款。”上嘉其志，擢主为郎将，宜得复其秩。朝廷以此多之。
04-032,04-朝野佥载卷四,,,,,independent,【04-032】苏颋年五岁，裴谈过其父。颋方在，乃试诵庾信《枯树赋》。将及终篇，避“谈”字，因易其韵曰：“昔年移树，依依汉阴。今看摇落，凄凄江浔。树犹如此，人何以任。”谈骇叹久之，知其他日必主文章也。
04-033,04-朝野佥载卷四,,,,,independent,【04-033】唐娄师德，荥阳人也，为纳言。客问浮休子曰：“娄纳言何如？”答曰：“纳言直而温，宽而栗，外愚而内敏，表晦而里明。万顷之波，浑而不浊；百炼之质，磨而不磷。可谓淑人君子，近代之名公者焉。”客曰：“狄仁杰为纳言何如？”浮休子曰：“粗览经史，薄阅文华。箴规切谏，有古人之风；剪伐淫词，有烈士之操。心神耿直，涅而不淄；胆气坚刚，明而能断。晚途钱癖，和峤之徒与！”客曰：“凤阁侍郎李昭德可谓名相乎？”答曰：“李昭德志大而器小，气高而智薄，假权制物，扼险凌人，刚愎有余，而恭宽不足，非谋身之道也。”俄伏法焉。又问：“洛阳令来俊臣雍容美貌，忠赤之士乎？”答曰：“俊臣面柔心狠，行险德薄，巧辨似智，巧谀似忠，倾覆邦家，诬陷良善，其江充之徒欤！蜂蜜害人，终为人所害。”无何为太仆卿，戮于西市。又问：“武三思可谓名王哉？”答曰：“三思凭藉国亲，位超衮职，貌象恭敬，心极残忍。外示公直，内结阴谋，弄王法以复仇，假朝权而害物。晚封为德静王，乃鼎贼也，不可以寿终。”竟为节愍太子所杀。又问：“中书令魏元忠耿耿正直，近代之名臣也？”答曰：“元忠文武双阙，名实两空，外示贞刚，内怀趋附。面折张食其之党，勇若熊罴；谄事武士开之俦，怯同驽犬。首鼠之士，进退两端；虺蜥之夫，曾无一志。乱朝败政，莫非斯人。附三思之徒，斥五王之族，以吾熟察，终不得其死然。”果坐事长流思州，忧恚而卒。又问：“中书令李峤何如？”答曰：“李公有三戾：性好荣迁，憎人升进；性好文章，憎人才笔；性好贪浊，憎人受赂。亦如古者有女君，性嗜肥鲜，禁人食肉；性爱绮罗，断人衣锦；性好淫纵，憎人畜声色。此亦李公之徒也。”又问：“司刑卿徐有功何如？”答曰：“有功耿直之士也，明而有胆，刚而能断。处陵夷之运，不偷媚以取容；居版荡之朝，不逊辞以苟免。来俊臣罗织者，有功出之；袁智弘锻炼者，有功宽之。蹑虎尾而不惊，触龙鳞而不惧。凤跱鸱枭之内，直以全身；豹变豺狼之间，忠以远害。若值清平之代，则张释之、于定国岂同年而语哉！”又问：“司农卿赵履温何如？”答曰：“履温心不涉学，眼不识文，貌恭而性狠，智小而谋大。趑趄狗盗，突忽猪贪。晨羊诱外，不觉其死；夜蛾覆烛，不觉其毙。头寄于项，其能久乎？”后从事韦氏为逆，夷其三族。又问：“郑愔为选部侍郎何如？”答曰：“愔猖獗小子，狡猾庸人，浅学浮词，轻才薄德。狐蹲贵介，雉伏权门，前托俊臣，后附张易，折支德静之室，舐痔安乐之庭。鸨鸪栖于苇苕，鲨鲿游于沸鼎。既无雅量，终是凡材，以此求荣，得死为幸。”果谋反伏诛。
04-034,04-朝野佥载卷四,,,,,independent,【04-034】贞观末，南康黎景逸居于空青山，常有鹊巢其侧，每饭食以喂之。后邻近失布者诬景逸盗之，系南康狱，月余劾不承。欲讯之，其鹊止于狱楼，向景逸欢喜，似传语之状。其日传有赦，官司诘其来，云路逢玄衣素衿人所说。三日而赦至，景逸还山。乃知玄衣素衿者，鹊之所传也。
04-035,04-朝野佥载卷四,,,,,independent,【04-035】汝州刺史张昌期，易之弟也，恃宠骄贵，酷暴群僚。梁县有人白云有白鹊见，昌期令司户杨楚玉捕之。部人有鹞子七十笼，令以蜡涂爪。至林见白鹊，有群鹊随之，见鹞进散，惟白者存焉。鹞竦身取之，一无损伤，而笼送之。昌期笑曰：“此鹊赎君命也。”玉叩头曰：“此天活玉，不然投河赴海，不敢见公。”拜谢而去。
04-036,04-朝野佥载卷四,,,,,independent,【04-036】渤海高嶷巨富，忽患月余日，帖然而卒。心上仍暖，经日而苏，云有一白衣人眇目，把牒冥司，讼杀其妻子。嶷对：“元不识此老人。”冥官云：“君命未尽，且放归。”遂悟白衣人乃是家中老瞎麻鸡也。令射杀，魅遂绝。
04-037,04-朝野佥载卷四,睿宗李旦,文明,睿宗李旦;武则天,文明,era,【04-037】文明以后，天下诸州进雌鸡变为雄者多，或半已化，半未化，乃则天正位之兆。
04-038,04-朝野佥载卷四,,,,,independent,【04-038】卫镐为县官下乡，至里人王幸在家。方假寐，梦一乌衣妇人引十数小儿着黄衣，咸言乞命，叩头再三。斯须又至。镐甚恶其事，遂催食欲前。适所亲有报曰：“王幸在家穷，无物设馔，有一鸡见抱儿，已得十余日，将欲杀之。”镐方悟乌衣妇人果乌鸡也，遂命解放。是夜复梦，咸欣然而去。
04-039,04-朝野佥载卷四,武则天,久视,武则天,久视,era,【04-039】久视年中，越州有祖录事，不得名。早出，见担鹅向市中者。鹅见录事，频顾而鸣。祖乃以钱赎之，至僧寺，令放为长生鹅，竟不肯入寺，但走逐祖后。经坊历市，稠人广众之处一步不放。祖收养之。左丞张锡亲见说也。
04-040,04-朝野佥载卷四,,,,,independent,【04-040】汉时鄢县南门两扇忽开，忽一声称“鸳”，一声称“央”。晨夕开闭，声闻京师。汉末恶之，令毁其门，两扇化为鸳鸯，相随飞去。后改鄢县为晏城县。
04-041,04-朝野佥载卷四,武则天,,武则天,,emperor,【04-041】天后时，左卫兵曹刘景阳使岭南，得秦吉了鸟雄雌各一只，解人语。至都进之，留其雌者。雄者烦然不食，则天问曰：“何无聊也？”鸟为言曰，其配为使者所得，今颇思之。乃呼景阳曰：“卿何故藏一鸟不进？”景阳叩头谢罪，乃进之。则天不罪也。
04-042,04-朝野佥载卷四,,,,,independent,【04-042】峰州有一道水从吐蕃中来，夏冷如冰雪。有鱼长一二寸，来去有时，盖水上如粥。人取烹之而食，千万家取不可尽，不知所从来。
04-043,04-朝野佥载卷四,,,,,independent,【04-043】通川界内多獭，各有主养之，并在河侧岸间。獭若入穴，插雉尾于獭穴前，獭即不敢出。去却尾即出。取得鱼，必须上岸，人便夺之。取得多，然后放令自吃，吃饱即鸣杖以驱之还。插雉尾，更不敢出。
04-044,04-朝野佥载卷四,,,,,independent,【04-044】有人见竖子在洛水中洗马，顷之，见一物如白练带，极光晶，缴竖子项三两匝，即落水死。凡是水中及湾泊之所皆有之。人澡浴洗马死者，皆谓鼋所引，非也。此名“白特”，宜慎防之，蛟之类也。
04-045,04-朝野佥载卷四,高宗李治,咸亨,高宗李治,咸亨,era,【04-045】齐州有万顷陂，鱼鳖水族无所不有。咸亨中，忽一僧持钵乞食，村人长者施以蔬供，食讫而去。于时渔人网得一鱼，长六七尺，丝鳞镂甲，锦质宝章，特异常鱼。赍赴州饷遗，至村而死。众共剖而分之，于腹中得长者所施蔬食，俨然并在。村人遂于陂中设斋超度。自是陂中无水族，至今犹然。
04-046,04-朝野佥载卷四,,,,,independent,【04-046】杭州富阳县韩珣庄掘井，才深五六尺，土中得鱼数十头，土有微润。
04-047,04-朝野佥载卷四,太宗李世民,贞观,太宗李世民,贞观,era,【04-047】贞观中，卫州板桥店主张迪妻归宁。有卫州三卫杨贞等三人投店宿，五更早发。夜有人取三卫刀杀张迪，其刀却内鞘中，贞等不知之。至明，店人趋贞等，拔刀血狼藉，囚禁拷讯，贞等苦毒，遂自诬。上疑之，差御史蒋恒覆推。至，总追店人十五以上集，为人不足，且散，唯留一老婆年八十已上。晚放出，令狱典密觇之，曰：“婆出，当有一人与婆语者，即记取姓名，勿令漏泄。”果有一人共语者，即记之。明日复尔。其人又问婆：“使人作何推勘？”如是者二日，并是此人。恒总追集男女三百余人，就中唤与老婆语者一人出，余并放散。问之具伏，云与迪妻奸杀有实。奏之，敕赐帛二百段，除侍御史。
05-001,05-朝野佥载卷五,太宗李世民,贞观,太宗李世民,贞观,era,【05-001】贞观中，左丞李行廉弟行诠前妻子忠烝其后母，遂私将潜藏，云敕追入内。行廉不知，乃进状问，奉敕推诘极急。其后母诈以领巾勒项卧街中，长安县诘之，云有人诈宣敕唤去，一紫袍人见留宿，不知姓名，勒项送至街中。忠惶恐，私就卜问，被不良人疑之，执送县。县尉王璥引就房内推问，不承。璥先令一人于案褥下伏听，令一人走报长使唤，璥锁房门而去。子母相谓曰：“必不得承。”并私密之语。璥至开门，案下之人亦起，母子大惊，并具承伏法云。
05-002,05-朝野佥载卷五,,,,,independent,【05-002】李杰为河南尹，有寡妇告其子不孝。其子不能自理，但云“得罪于母，死所甘分”。杰察其状，非不孝子，谓寡妇曰：“汝寡居，惟有一子。今告之，罪至死，得无悔乎？”寡妇曰：“子无赖，不顺母，宁夏惜乎！”杰曰：“审如此，可买棺木来取儿尸。”因使人觇其后。寡妇既出，谓一道士曰：“事了矣。”俄而棺至，杰尚冀有悔，再三喻之，寡妇执意如初。道士立于门外，密令擒之，一问承伏：“某与寡妇私，尝苦儿所制，故欲除之。”杰放其子，杖杀道士及寡妇，便同棺盛之。
05-003,05-朝野佥载卷五,,,,,independent,【05-003】卫州新乡县令裴子云好奇策。部人王敬戍边，留特牛六头于舅李进处，养五年，产犊三十头，例十贯已上。敬还索牛，两头已死，只还四头老牛，余并非汝牛生，总不肯还。敬忿之，经县陈牒。子云令送敬府狱禁，教追盗牛贼李进。进惶怖至县，叱之曰：“贼引汝同盗牛三十头，藏于汝家，唤贼共对。”乃以布衫笼敬头，立南墙下。进急，乃吐款云：“三十头牛总是外甥特牛所生，实非盗得。”云遣去布衫，进见是敬，曰：“此是外甥也。”云曰：“若是，即还他牛。”进默然。云曰：“五年养牛辛苦，与数头，余并与敬。”一县服其精察。
05-004,05-朝野佥载卷五,,,,,independent,【05-004】中书舍人郭正一破平壤，得一高丽婢，名玉素，极姝艳，令专知财物库。正一夜须浆水粥，非玉素煮之不可。玉素乃毒之而进，正一急曰：“此婢药我！”索土浆、甘草服解之，良久乃止。觅婢不得，并失金银器物十余事。录奏，敕令长安、万年捉不良脊烂求贼，鼎沸三日不获。不良主帅魏昶有策略，取舍人家奴，选年少端正者三人，布衫笼头至卫。缚卫士四人，问十日内已来，何人觅舍人家。卫士云：“有投化高丽留书，遣付舍人捉马奴，书见在。”检云“金城坊中有一空宅”，更无语。不良往金城坊空宅，并搜之。至一宅，封锁正密，打锁破开之，婢及高丽并在其中。拷问，乃是投化高丽共捉马奴藏之。奉敕斩于东市。
05-005,05-朝野佥载卷五,武则天,垂拱,武则天,垂拱,era,【05-005】垂拱年，则天监国，罗织事起。湖州佐史江琛取刺史裴光判书，割字合成文理，诈为徐敬业反书以告。差使推光，款书是光书，疑语非光语。前后三使推，不能决。敕令差能推事人勘当取实，佥曰张楚金可，乃使之。楚金忧闷，仰卧西窗，日高，向看之，字似补作。平看则不觉，向日则见之。令唤州官集，索一瓮水，令琛投书于水中，字一一解散，琛叩头伏罪。敕令决一百，然后斩之。赏楚金绢百匹。
05-006,05-朝野佥载卷五,,,,,independent,【05-006】怀州河内县董行成能策贼。有一人从河阳长店盗行人驴一头并皮袋，天欲晓，至怀州。行成至街中见，嗤之曰：“个贼住，即下驴来。”即承伏。人问何以知之，行成曰：“此驴行急而汗，非长行也；见人则引驴远过，怯也。以此知之。”捉送县。
05-007,05-朝野佥载卷五,,,,,independent,【05-007】有顷驴主踪至，皆如其言。
05-008,05-朝野佥载卷五,,,,,independent,【05-008】张鸶为阳县尉日，有称架人吕元伪作仓督冯忱书，盗巢仓粮粟。忱不认书，元乃坚执，不能定。鸾取吕元告牒，括两头，唯留一字，问：“是汝书，即注是，以字押；不是，即注非，亦以字押。”元乃注曰“非”，去括即是元牒。且决五下。括诈冯忱书上一字以问之，注曰“是”，去括乃诈书也。元连项赤，叩头伏罪。又有一客驴缰断，并鞍失三日，访不获，经县告。鸾推勘急，夜放驴出而藏其鞍，可直五千已来。鸾曰：“此可知也。”令将却笼头放之，驴向旧馁处。鸾令搜其家，其鞍于草积下得之，人伏其计。
05-009,05-朝野佥载卷五,,,,,independent,【05-009】张松寿为长安令，时昆明池侧有劫杀，奉敕十日内须获贼，如违，所由科罪。寿至行劫处寻踪迹，见一老婆树下卖食，至以从骑驮来入县，供以酒食。经三日，还以马送旧坐处。令一腹心人看，有人共婆语，即捉来。须臾一人来问明府若为推逐，即披布衫笼头送县，一问具承，并赃并获。时人以为神明。
05-010,05-朝野佥载卷五,,,,,independent,【05-010】元嘉少聪俊。左手画员，右手画方，口诵经史，目数群羊，兼成四十字诗，一时而就，足书五言一绝。六事齐举。代号“神仙童子”。
05-011,05-朝野佥载卷五,武则天,,武则天,,emperor,【05-011】并州人毛俊诞一男，四岁，则天召入内试字。《千字文》皆能暗书，赐衣裳放还。人皆以为精魅所托，其后不知所终。
